0,41,11,34,22,32,57,44,2,38,63,23,7,5,40,28,2,23,55,54,27,0,15,56,25,34,9,26,21,53,9,60,18,3,14,46,42,3,16,40,39,34,9,59,59,22,60,11,12,35,23,22,59,1,10,35,23,47,44,9,21,0,15,27,50,42,27,46,61,55,36,13,5,32,4,24,33,2,3,13,22,30,61,7,35,28,60,9,43,28,39,34,44,56,57,48,62,21,32,24,44,30,10,7,21,4,22,1,17,43,43,11,17,28,50,8,9,25,22,0,12,20,45,41,58,1,28,63,48,6,60,23,20,2,41,59,15,35,60,55,8,56,0,50,32,16,34,46,60,58
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,16,3,28,34,29,34,9,45,17,26,10,0,61,43,39,0,11,0,36,31,21,5,35,0,48,0,8,40,12,0,18,23,32,43,50,38,34,48,0,13,0,18,10,11,0,15,31
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,58,43,11,40,24,59,35,0,58,2,6,0,37,29,0,0,38,0,14,0,0,53,25,0,0,0,17,0,28,24,0,4,0,49,0,51,0,5,47,36,30,0,21,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,34,33,42,52,47,0,51,59,0,43,57,13,0,21,44,17,23,23,16,33,35,17,38,7,6,29,18,27,0,52,58,0,21,0,1,42,18,0,0,0,18,0,28,63,5,61,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,12,25,8,17,33,51,56,22,0,0,55,63,26,0,2,3,10,29,59,26,34,44,3,28,0,58,33,30,46,0,0,0,54,47,0,22,0,5,0,0,37,0,49,0,0,0,59
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,35,43,0,59,45,9,50,28,31,16,56,0,22,35,48,20,15,4,51,63,61,2,28,0,16,41,0,32,0,37,0,0,19,51,0,14,23,38,1,46,62,22,33,58,40,26,47
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,8,57,51,14,51,56,53,14,48,57,5,34,0,16,24,45,22,35,16,41,41,56,55,0,29,40,0,24,14,0,0,0,34,0,0,0,7,19,35,26,32,27,36,54,2,51,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,58,11,35,5,61,59,42,10,53,34,24,49,52,37,58,1,0,32,42,0,58,28,41,0,60,16,0,0,0,12,3,4,23,0,0,51,34,0,46,18,15,2,32,0,41,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,54,36,0,1,35,51,5,41,8,42,44,40,11,27,45,25,43,49,11,42,49,19,0,36,19,48,0,0,45,50,0,42,60,0,36,57,0,44,42,24,0,0,25,55,29,48,33,47
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,3,1,39,60,55,33,10,61,0,23,59,28,0,2,23,55,15,0,23,54,0,56,0,49,1,0,51,36,24,40,37,0,57,40,0,0,36,30,21,0,0,16,0,52,16,9,0
